Quantity,Scale,Ingredient,Ingredient_cpl,Number,Unit,ID
1,,citron,non traité (jus + zeste),12,moelleux,96501
1,cuillère,pavot,,12,moelleux,96501
120,g,chocolat noir,,5,personnes,308283
4,,oeufs,,5,personnes,308283
120,g,sucre,,5,personnes,308283
75,g,farine,,5,personnes,308283
1,sachet,levure,,5,personnes,308283
100,g,beurre,,5,personnes,308283
1,pincée,sel,,5,personnes,308283
40,g,chocolat noir,,5,personnes,308283
3,,oeufs,,10,Personnes,305308
100,g,beurre,,10,Personnes,305308
100,g,sucre roux,,10,Personnes,305308
200,g,châtaigne,pelées entières ou en purée,10,Personnes,305308
20,cl,lait,,10,Personnes,305308
100,g,chocolat pâtissier,,10,Personnes,305308
150,g,farine,,10,Personnes,305308
125,g,farine,,6,personnes,19917
125,g,beurre,,6,personnes,19917
180,g,sucre semoule,,6,personnes,19917
1,sachet,sucre vanillé,,6,personnes,19917
1,,pomme,Canada,6,personnes,19917
1,,poire,conférence bien mûre,6,personnes,19917
4,,oeufs,,6,personnes,19917
1,sachet,levure chimique,,6,personnes,19917
1,pincée,cannelle,(facultatif),6,personnes,19917
100,g,farine,,6,personnes,50682
100,g,beurre,,6,personnes,50682
200,g,sucre,,6,personnes,50682
200,g,chocolat,,6,personnes,50682
4,,oeufs,,6,personnes,50682
1/2,sachet,levure,,6,personnes,50682
50,g,poudre d'amandes,,6,personnes,50682
200,g,sucre,,4,personnes,28661
150,g,poudre d'amandes,,4,personnes,28661
100,g,noix,hachées,4,personnes,28661
100,g,fécule,,4,personnes,28661
50,g,beurre,fondu,4,personnes,28661
15,,cl d'eau,,4,personnes,28661
5,,jaunes d'oeuf,,4,personnes,28661
2,cuillères à soupe,miel,,4,personnes,28661
1,cuillère à café,levure,,4,personnes,28661
1,cuillère à soupe,café soluble,,4,personnes,28661
18,cerneaux,noix,et des amandes effilées,4,personnes,28661
4,,pommes,,6,personnes,46603
1,cuillère à café,jus de citron,,6,personnes,46603
250,g,biscuits secs,(type spéculoos et/ou bastogne LU),6,personnes,46603
200,g,farine,,6,personnes,46603
100,g,sucre,,6,personnes,46603
30,cl,crème liquide,,6,personnes,46603
4,,oeufs,,6,personnes,46603
175,g,beurre,,6,personnes,46603
5,,poires,moyennes,6,personnes,31629
2,,oeufs,,6,personnes,31629
150,g,sucre,,6,personnes,31629
150,g,farine,,6,personnes,31629
3,cuillères à soupe,lait,,6,personnes,31629
3,,cuillères à soupe d'huile,,6,personnes,31629
100,g,chocolat,,6,personnes,31629
1,sachet,levure chimique,,6,personnes,31629
,,Cannelle,(si vous le désirez),6,personnes,31629
200,g,poudre de noisette,,6,personnes,34952
60,g,chocolat,,6,personnes,34952
60,g,beurre,fondu (on peut remplacer par de l'huile de pépin de raisin),6,personnes,34952
150,g,sucre,,6,personnes,34952
3,,oeufs,,6,personnes,34952
230,,farine,,6,personnes,383202
/,,oeuf,,6,personnes,383202
100,g,cacao amer,,6,personnes,383202
335,g,crème liquide,entière 35% de matière grasse,6,personnes,383202
330,g,sucre,,6,personnes,383202
2,sachets,sucre vanillé,,6,personnes,383202
2,sachets,levure chimique,,6,personnes,383202
5,,pommes,type Boskoop,6,personnes,22998
125,g,cerneau de noix,,6,personnes,22998
100,g,farine,,6,personnes,22998
125,g,sucre,,6,personnes,22998
90,g,beurre,,6,personnes,22998
3,,oeufs,,6,personnes,22998
1/2,cuillère à café,levure chimique,,6,personnes,22998
1/2,cuillère à café,cannelle,,6,personnes,22998
1,,citron,,6,personnes,22998
250,g,farine,,10,personnes,87307
50,g,sucre,,10,personnes,87307
75,g,beurre,,10,personnes,87307
50,g,crème fraîche,,10,personnes,87307
4,,oeufs,,10,personnes,87307
1,sachet,levure,,10,personnes,87307
1,pincée,sel,,10,personnes,87307
1,l,lait,,10,personnes,87307
2,grosses cuillères à soupe,maïzena,,10,personnes,87307
150,g,sucre,,10,personnes,87307
2,,oeufs,entiers + 2 jaunes,10,personnes,87307
1,sachet,sucre vanillé,,10,personnes,87307
125,g,raisins secs,(macérés dans du rhum pendant 12 h),10,personnes,87307
1,,l d'eau,,10,personnes,87307
300,g,sucre,,10,personnes,87307
30,cl,rhum,,10,personnes,87307
5,barquettes,fromage,à la crème Elle & Vire Nature,8,personnes,223941
200,g,spéculoos,,8,personnes,223941
80,g,beurre demi-sel,,8,personnes,223941
150,g,sucre en poudre,,8,personnes,223941
12.5,cl,crème fraîche,,8,personnes,223941
30,g,farine,,8,personnes,223941
3,,oeufs,entiers + 2 jaunes,8,personnes,223941
1,,citron,non-traité,8,personnes,223941
250,g,cerises,"de Montmorency (de préférence, pesées après avoir été dénoyautées)",6,personnes,23043
4,,oeufs,,6,personnes,23043
80,g,fructose,+ 1 cuillère à soupe,6,personnes,23043
410,g,lait concentré non sucré,demi-écrémé,6,personnes,23043
2,cuillères à soupe,maïzena,pleines,6,personnes,23043
2,cuillères à soupe,farine,pleines,6,personnes,23043
200,g,Lait Concentré Sucré sans Lactose NESTLÉ,,10,personnes,372190
1,tablette,Chocolat NESTLÉ DESSERT Noir Absolu,,10,personnes,372190
3,,oeufs,,10,personnes,372190
200,g,farine,,10,personnes,372190
1/2,,levure,,10,personnes,372190
200,g,lait de riz,,10,personnes,372190
4,,poires,,10,personnes,372190
500,g,litchi,(frais ou en boîte au sirop),6,personnes,56207
100,g,farine,,6,personnes,56207
35,cl,lait,,6,personnes,56207
4,,oeufs,,6,personnes,56207
150,g,sucre,,6,personnes,56207
1,pincée,sel,,6,personnes,56207
1,,eau,de rose,6,personnes,56207
3,,pommes,(assez grosses),8,personnes,30115
20,g,raisins secs,,8,personnes,30115
20,g,noix,décortiquées,8,personnes,30115
1,cuillère à soupe,cannelle,,8,personnes,30115
40,g,beurre,fondu,8,personnes,30115
4,,oeufs,,8,personnes,30115
50,g,poudre d'amandes,,8,personnes,30115
120,g,farine,,8,personnes,30115
3,cuillères à soupe,sucre,,8,personnes,30115
300,g,farine,,6,personnes,218851
1,sachet,levure,,6,personnes,218851
150,g,sucre,,6,personnes,218851
4,,oeufs,,6,personnes,218851
125,g,beurre,,6,personnes,218851
1,pincée,cannelle,,6,personnes,218851
10,,figues,fraîches (vertes ou violettes),6,personnes,218851
2,,pommes,type Golden,6,personnes,218851
4,,abricots,mûrs,4,personnes,527868
40,g,beurre,à température ambiante,4,personnes,527868
40,g,sucre,+ 10 g pour le décor,4,personnes,527868
1,,oeuf,+ 1 jaune pour la dorure,4,personnes,527868
40,g,poudre d'amandes,,4,personnes,527868
1,,pâte feuilletée,,4,personnes,527868
1,cuillère à café d'eau,fleur d'oranger,pur beurre,4,personnes,527868
7,,pommes,,6,personnes,64747
2,,nectarines,,6,personnes,64747
2,cuillères à soupe,jus de citron,,6,personnes,64747
1,cuillère à soupe,miel liquide,,6,personnes,64747
2,cuillères à soupe,cassonade,,6,personnes,64747
1,cuillère à café,cannelle,,6,personnes,64747
20,g,gingembre,frais,6,personnes,64747
100,g,farine,,6,personnes,64747
40,g,noisettes,décortiquées,6,personnes,64747
90,g,beurre demi-sel,,6,personnes,64747
70,g,sucre en poudre,,6,personnes,64747
1,sachet,sucre vanillé,,6,personnes,64747
170,g,beurre,,6,personnes,64557
120,g,farine,(ou moitié farine - moitié maïzena pour un résultat plus léger),6,personnes,64557
200,g,chocolat noir,corsé,6,personnes,64557
3,,oeufs,,6,personnes,64557
3,cuillères à soupe,crème fraîche,épaisse (20% mat grasse),6,personnes,64557
125,g,vergeoise blonde,,6,personnes,64557
150,g,sucre en poudre,"(ou édulcorant pour la version ""light"")",6,personnes,64557
40,g,noisettes,,6,personnes,64557
40,g d'aman,s,(effilées c'est plus pratique !),6,personnes,64557
50,g,pistaches,,6,personnes,64557
500,g,chocolat noir,amer dessert (64 % au moins),12,personnes,28585
250,g,beurre doux,,12,personnes,28585
10,,oeufs,(blancs et jaunes séparés),12,personnes,28585
50,g,sucre glace,ou mieux 7 sachets de sucre vanillé,12,personnes,28585
40,g,farine,,12,personnes,28585
,,Moules,à manqué 27 cm,12,personnes,28585
800,g,cerises,rouges du jardin ...,8,personnes,39315
4,,oeufs,+ 3 jaunes,8,personnes,39315
40,cl,crème fraîche,entière liquide,8,personnes,39315
80,g,farine,,8,personnes,39315
100,g,sucre,blanc,8,personnes,39315
50,g,sucre roux,,8,personnes,39315
2,pincées,sel,,8,personnes,39315
4,,oeufs,,8,personnes,22311
125,g,sucre,,8,personnes,22311
125,g,farine,,8,personnes,22311
40,g,beurre,,8,personnes,22311
2,boîtes,lait concentré sucré,,8,personnes,22311
80,cl,lait de coco,,8,personnes,22311
6,cuillères à soupe,maïzena,,8,personnes,22311
20,,cl d'eau,,8,personnes,22311
5,cl,rhum,ambré,8,personnes,22311
20,g,cassonade,,8,personnes,22311
,,Eau,,8,personnes,22311
4,,oeufs,,8,personnes,70113
115,g,sucre,,8,personnes,70113
55,g,farine,,8,personnes,70113
70,g,fécule de maïs,,8,personnes,70113
,,Liqueur,de poires Williams (facultatif),8,personnes,70113
7,,poires,fraîches,8,personnes,70113
110,g,sucre,,8,personnes,70113
6,feuilles,gélatine,,8,personnes,70113
20,cl,crème liquide,entière très froide,8,personnes,70113
1,,blanc d'oeuf,,8,personnes,70113
50,g,chocolat noir,,8,personnes,70113
100,g d'aman,s,émondées,8,personnes,70113
,,Sucre en poudre,,8,personnes,70113
250,g,mascarpone,,4,personnes,70678
450,g,framboises,fraîches ou surgelées,4,personnes,70678
3,,oeufs,,4,personnes,70678
3,cuillères à soupe rases,sucre,,4,personnes,70678
24,,spéculoos,,4,personnes,70678
10,cl,lait,froid,4,personnes,70678
3,cuillères à soupe,cacao,en poudre,4,personnes,70678
4,,oeufs,,8,Personnes,333055
125,g,sucre,,8,Personnes,333055
1,sachet,sucre vanillé,,8,Personnes,333055
75,g,maïzena,,8,Personnes,333055
25,g,farine,,8,Personnes,333055
1,,mi de levure chimique,,8,Personnes,333055
1,pot,gelée,groseilles,8,Personnes,333055
600,g,cerises,congelées dénoyautées,8,Personnes,333055
100,g,sucre,,8,Personnes,333055
2,feuilles,gélatine,,8,Personnes,333055
5,cl,kirsch,,8,Personnes,333055
4,,jaunes d'oeuf,,8,Personnes,333055
125,g,sucre,,8,Personnes,333055
50,cl,lait,,8,Personnes,333055
75,g,farine,,8,Personnes,333055
3,feuilles,gélatine,,8,Personnes,333055
200,g,crème fraîche,entière,8,Personnes,333055
50,g,sucre glace,,8,Personnes,333055
1,sachet,sucre vanillé,,8,Personnes,333055
1,pot,yaourt,à la vanille,8,personnes,169865
2,pots,sucre en poudre,,8,personnes,169865
3,pots,farine,,8,personnes,169865
1/2,,pot d'huile,,8,personnes,169865
1,sachet,sucre vanillé,,8,personnes,169865
3,,oeufs,,8,personnes,169865
50,g d'aman,s,en poudre,8,personnes,169865
50,cl,lait,,8,personnes,169865
1,,oeuf,entier,8,personnes,169865
2,,jaunes d'oeuf,,8,personnes,169865
65,g,farine,,8,personnes,169865
75,g,sucre,,8,personnes,169865
1,cuillère à café,vanille,liquide (ou 1 sachet de sucre vanillé),8,personnes,169865
1,cuillère à café,rhum,,8,personnes,169865
3,,poires,,8,personnes,169865
200,g,pâte à tartiner,(type Nutella),8,personnes,169865
15,cl,crème liquide,,8,personnes,169865
100,g,pralin,,8,personnes,169865
,,Sucre,ou des vermicelles,8,personnes,169865
100,g,sucre glace,,8,personnes,169865
1/4,,l d'eau,,6,personnes,164693
75,g,beurre,,6,personnes,164693
2,cuillères à soupe,sucre en poudre,.,6,personnes,164693
130,g,farine,,6,personnes,164693
4,,oeufs,,6,personnes,164693
1,pincée,sel,,6,personnes,164693
33,cl,crème fleurette,bien froide,6,personnes,164693
2,sachets,sucre vanillé,,6,personnes,164693
20,g,sucre en poudre,,6,personnes,164693
1,pot,crème de marron,,6,personnes,164693
,,Marrons,glacés,6,personnes,164693
1,cuillère à café,rhum,,6,personnes,164693
,Aman,s,effilées,6,personnes,164693
,,Sucre glace,,6,personnes,164693
250,g,farine,,20,montécaos,201396
125,g,sucre,,20,montécaos,201396
45,g,chocolat en poudre,,20,montécaos,201396
125,,ml d'huile,( huile de pépins de raisin préférable),20,montécaos,201396
500,g,farine,,5,personnes,95849
250,g,sucre,,5,personnes,95849
25,,cl d'huile,,5,personnes,95849
,,Rhum,,5,personnes,95849
,,Cannelle,,5,personnes,95849
160,g,biscotte,,8,personnes,50309
50,cl,lait,,8,personnes,50309
4,,oeufs,entiers,8,personnes,50309
4,cuillères à soupe,sucre en poudre,,8,personnes,50309
1,,pomme,,8,personnes,50309
1,,banane,,8,personnes,50309
1,,boîte d'ananas,au jus,4,personnes,29093
4,,oeufs,,4,personnes,29093
20,g,farine,,4,personnes,29093
,,édulcorant,en poudre,4,personnes,29093
4,,bananes,,6,personnes,231123
2,sachets,sucre vanillé,,6,personnes,231123
,cuillère,sucre en poudre,(selon votre préférence),6,personnes,231123
1/2,,citron,,6,personnes,231123
500,g,fruits rouges,(surgelés),4,personnes,59501
2,,blancs d'oeuf,,4,personnes,59501
2.5,feuilles,gélatine,,4,personnes,59501
1,,yaourt,maigre ou 100 g de fromage blanc à 0%,4,personnes,59501
2,,sucrettes,selon le goût,4,personnes,59501
1,tasse,fraises,fraîches,6,personnes,10755
2,cuillères à soupe,sucre,,6,personnes,10755
2,cuillères à soupe,jus de citron,,6,personnes,10755
1,cuillère,gélatine,,6,personnes,10755
1/4,,tasse d'eau,froide,6,personnes,10755
1/2,tasse,lait,,6,personnes,10755
1,tasse,crème,à 35%,6,personnes,10755
1,kg,rhubarbe,,8,personnes,57133
1,kg,fraises,très mûres,8,personnes,57133
300,g,sucre,,8,personnes,57133
4,paquets,sucre vanillé,,8,personnes,57133
50,cl,crème,,8,personnes,57133
8,,jaunes d'oeuf,,8,personnes,57133
,,Citron,,8,personnes,57133
,feuille,menthe,pour la déco,8,personnes,57133
8,,oeufs,+ 4 oeufs,6,personnes,32027
250,g,beurre,,6,personnes,32027
400,g,chocolat noir,(de plus de 50% de cacao),6,personnes,32027
3/4,l,lait concentré sucré,,6,personnes,32027
,,Café,très fort,6,personnes,32027
2,pots,crème fraîche,de 20 cl,6,personnes,32027
200,g,sucre en poudre,,6,personnes,32027
150,g,farine,,6,personnes,32027
400,g,sucre en poudre,,4,Personnes,321866
200,g,beurre salé,,4,Personnes,321866
1,cuillère à soupe,crème liquide,,4,Personnes,321866
4,,blancs d'oeuf,,4,Personnes,321866
150,g,sucre,,4,personnes,195765
80,g,beurre salé,,4,personnes,195765
40,cl,crème liquide,entière,4,personnes,195765
3,,cuillères d'eau,,4,personnes,195765
1,tablette,Chocolat NESTLÉ DESSERT Noir,,6,personnes,371366
6,,oeufs,,6,personnes,371366
1,pincée,sel,,6,personnes,371366
130,g,chocolat pâtissier,,4,personnes,30134
3,,oeufs,,4,personnes,30134
1,sachet,sucre vanillé,,4,personnes,30134
1,pincée,sel,fin,4,personnes,30134
125,g,chocolat noir,,6,verrines,224339
125,g,sucre en poudre,,6,verrines,224339
125,g,beurre,,6,verrines,224339
4,,oeufs,,6,verrines,224339
50,g,chocolat,,2,personnes,222721
10,cl,lait,,2,personnes,222721
10,cl,lait de coco,,2,personnes,222721
20,cl,crème liquide,,2,personnes,222721
1,cuillère à café,sucre glace,,2,personnes,222721
25,cl,lait,,8,personnes,34221
3,,jaunes d'oeuf,,8,personnes,34221
1/2,bâton,vanille,,8,personnes,34221
70,g,sucre,,8,personnes,34221
2,cuillères à soupe,maïzena,,8,personnes,34221
250,g,crème de marron,à la vanille,8,personnes,34221
25,cl,crème fraîche liquide,à battre,8,personnes,34221
2,cuillères à soupe,rhum,(facultatif),8,personnes,34221
160,g,chocolat noir,,8,personnes,34221
,,Biscuit à la cuillère,,8,personnes,34221
,Brisures,marrons glacés,,8,personnes,34221
1,boîte,lait concentré sucré,,6,personnes,20116
60,cl,crème fraîche,,6,personnes,20116
1/2,paquet,petit beurre,,6,personnes,20116
50,g,chocolat noir,râpé,6,personnes,20116
1,boîte,crème de marron,(environ 400 à 500 g),6,personnes,57543
6,,blancs d'oeuf,,6,personnes,57543
2,,sucre,,6,personnes,57543
120,g,nutella,,4,personnes,44625
3,,oeufs,,4,personnes,44625
1.5,feuille,gélatine,soit 3 g,4,personnes,44625
1,cuillère à soupe,sucre,,4,personnes,44625
1,boîte,lait concentré sucré,,4,personnes,13703
2,,oeufs,,4,personnes,13703
4,,cuillères à soupe d'Alcool,de menthe (type Ricqlès),6,personnes,10704
4,,oeufs,,6,personnes,10704
200,g,chocolat noir,,6,personnes,10704
150,g,chocolat noir,à l'orange,6,personnes,23463
4,,oeufs,,6,personnes,23463
,,zeste d'orange,non traitée,6,personnes,23463
2,cuillères à soupe,sucre en poudre,,6,personnes,23463
,,Beurre,,6,personnes,23463
5,,blancs d'oeuf,,5,personnes,174786
130,g,chocolat noir,,5,personnes,174786
100,g,sucre,,5,personnes,174786
25,g,beurre,,5,personnes,174786
1,filet,lait,,5,personnes,174786
1,pincée,sel,,5,personnes,174786
100,g,chocolat noir,(60% de cacao),4,Personnes,322709
3,,oeufs,,4,Personnes,322709
50,g,sucre,,4,Personnes,322709
30,g,poudre d'amandes,,4,Personnes,322709
200,g,chocolat noir,dessert (60% minimum),6,personnes,32529
6,cuillères à soupe,lait,,6,personnes,32529
2,cuillères à soupe,Fleurs,de lavande,6,personnes,32529
1,cuillère à soupe,sucre glace,,6,personnes,32529
2,,jaunes d'oeuf,,6,personnes,32529
5,,blancs d'oeuf,,6,personnes,32529
200,g,crème dessert au chocolat,,4,personnes,20506
25,g,beurre,,4,personnes,20506
5,,oeufs,,4,personnes,20506
2,cuillères à soupe,sucre en poudre,,4,personnes,20506
50,cl,crème,d'avoine,4,personnes,82780
200,g,chocolat noir,pâtissier,4,personnes,82780
5,cl,sucre glace,,4,personnes,82780
200,g,chocolat noir,dessert,6,personnes,37445
5,g,beurre doux,,6,personnes,37445
125,g,crème de marron,,6,personnes,37445
1,pincée,cannelle,,6,personnes,37445
1,cuillère à café,vanille,liquide,6,personnes,37445
1/4,cuillère à café,gingembre,,6,personnes,37445
1/4,cuillère à café,cardamome,,6,personnes,37445
2,cuillères à soupe,jus d'orange,sans pulpe (non concentré),6,personnes,37445
6,,blancs d'oeuf,,6,personnes,37445
2,cuillères à soupe,sucre,"passé au mixer (ou au moulin à café électrique, en ayant soin de le nettoyer et de bien le sécher au préalable, on peut aussi éviter de le nettoyer, l'arôme du café peut être bienvenu)",6,personnes,37445
100,g,chocolat noir,,4,personnes,42574
20,g,beurre,,4,personnes,42574
35,g,crème fraîche,,4,personnes,42574
2,,jaunes d'oeuf,,4,personnes,42574
100,g,blanc d'oeuf,(2 blancs environ),4,personnes,42574
15,g,sucre en poudre,,4,personnes,42574
6,,oeufs,,6,personnes,57125
100,g,chocolat au lait,,6,personnes,57125
100,g,chocolat noir,,6,personnes,57125
2,cuillères à soupe,lait,,6,personnes,57125
1,pincée,sel,,6,personnes,57125
130,g,chocolat noir,pâtissier,4,personnes,383785
4,,oeufs,,4,personnes,383785
1,sachet,sucre vanillé,,4,personnes,383785
130,g,chocolat noir,,4,personnes,382489
4,,oeufs,,4,personnes,382489
1,sachet,sucre vanillé,,4,personnes,382489
150,g,chocolat au lait,,4,personnes,44293
170,g,crème,dessert,4,personnes,44293
2,,oeufs,,4,personnes,44293
3,cuillères à soupe,sucre,cristallisé,4,personnes,44293
1,grosse cuillère à soupe,beurre,,4,personnes,44293
130,g,chocolat noir,pâtissier,4,personnes,383784
4,,oeufs,,4,personnes,383784
1,sachet,sucre vanillé,,4,personnes,383784
300,g,tofu,'mou',3,personnes,30865
100,g,chocolat pâtissier,,3,personnes,30865
2,cuillères à soupe,lait,,3,personnes,30865
,,Sucre semoule,"(environ 50 g, à ajuster selon vos préférences)",3,personnes,30865
8,,chocolat au lait,,4,personnes,25063
8,,oeufs,,4,personnes,25063
10,cl,crème fraîche liquide,,4,personnes,25063
130,g,chocolat noir,pâtissier,4,personnes,382571
4,,oeufs,,4,personnes,382571
1,sachet,sucre vanillé,,4,personnes,382571
100,g,chocolat noir,50% de cacao,4,personnes,221504
20,cl,crème liquide,,4,personnes,221504
5,cl,lait,,4,personnes,221504
2,,poires,,4,personnes,221504
100,g,chocolat blanc,,4,personnes,29538
30,cl,crème fraîche,entière liquide,4,personnes,29538
200,g,chocolat noir,à 70 % minimum de cacao,6,personnes,32681
5,,oeufs,,6,personnes,32681
1,sachet,sucre vanillé,,6,personnes,32681
2,pincées,cannelle,,6,personnes,32681
10,cl,rhum,,6,personnes,32681
100,g,fruit confit,,6,personnes,32681
200,g,chocolat noir,pâtissier,6,Personnes,328195
5,cl,lait,,6,Personnes,328195
100,g,sucre glace,,6,Personnes,328195
200,g,framboises,fraîches,6,Personnes,328195
2,,gingembre,frais,6,Personnes,328195
4,,jaunes d'oeuf,,6,Personnes,328195
